"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"UR01_CP"	"UR01"	"UR02_CP"	"UR02x01"	"UR02x02"	"UR02x03"	"UR02x04"	"UR02x05"	"UR02x06"	"UR02x07"	"UR02x08"	"UR02x09"	"UR02x10"	"UR02x11"	"UR02x12"	"UR02x13"	"UR02x14"	"UR02x15"	"UR02x16"	"UR02x17"	"UR02x18"	"UR02x19"	"UR02x20"	"UR02x21"	"UR02x22"	"UR02x23"	"UR02x24"	"UR02x25"	"UR02x26"	"UR02x27"	"UR02x28"	"UR02x29"	"UR02x30"	"UR02x31"	"UR02x32"	"UR02x33"	"UR02x34"	"UR02x35"	"UR02x36"	"UR02x37"	"UR02x38"	"UR02x39"	"UR02x40"	"UR02x41"	"UR02x42"	"UR02x43"	"UR02x44"	"UR02x45"	"UR02x46"	"UR02x47"	"UR02x48"	"UR02x49"	"UR02x50"	"UR02x51"	"UR02x52"	"UR02x53"	"UR02x54"	"UR02x55"	"UR02x56"	"UR02x57"	"UR02x58"	"UR02x59"	"UR02x60"	"UR02x61"	"UR02x62"	"UR02x63"	"UR02x64"	"UR02x65"	"UR02x66"	"UR02x67"	"UR02x68"	"UR02x69"	"UR02x70"	"UR02x71"	"UR02x72"	"UR02x73"	"UR02x74"	"UR02x75"	"UR02x76"	"UR02x77"	"UR02x78"	"UR02x79"	"UR02x80"	"UR02x81"	"UR02x82"	"UR02x83"	"UR02x84"	"TR01_01"	"TR01_01a"	"TR01_02"	"TR01_02a"	"TR01_03"	"TR01_03a"	"TR01_04"	"TR01_04a"	"TR01_05"	"TR01_05a"	"TR01_06"	"TR01_06a"	"TR01_07"	"TR01_07a"	"TR01_08"	"TR01_08a"	"TR01_09"	"TR01_09a"	"TR01_10"	"TR01_10a"	"TR01_11"	"TR01_11a"	"TR01_12"	"TR01_12a"	"TR01_13"	"TR01_13a"	"TR01_14"	"TR01_14a"	"TR01_15"	"TR01_15a"	"TR01_16"	"TR01_16a"	"TR02_01"	"TR02_01a"	"TR02_02"	"TR02_02a"	"TR02_03"	"TR02_03a"	"TR02_04"	"TR02_04a"	"TR02_05"	"TR02_05a"	"TR02_06"	"TR02_06a"	"TR02_07"	"TR02_07a"	"TR02_08"	"TR02_08a"	"TR02_09"	"TR02_09a"	"TR02_10"	"TR02_10a"	"TR02_11"	"TR02_11a"	"TR02_12"	"TR02_12a"	"TR02_13"	"TR02_13a"	"TR02_14"	"TR02_14a"	"TR02_15"	"TR02_15a"	"TR02_16"	"TR02_16a"	"TR02_17"	"TR02_17a"	"TR02_18"	"TR02_18a"	"TR02_19"	"TR02_19a"	"TR02_20"	"TR02_20a"	"TR02_21"	"TR02_21a"	"TR02_22"	"TR02_22a"	"TR02_23"	"TR02_23a"	"TR02_24"	"TR02_24a"	"TR02_25"	"TR02_25a"	"TR02_26"	"TR02_26a"	"TR02_27"	"TR02_27a"	"TR02_28"	"TR02_28a"	"TR02_29"	"TR02_29a"	"TR02_30"	"TR02_30a"	"TR02_31"	"TR02_31a"	"TR02_32"	"TR02_32a"	"TR02_33"	"TR02_33a"	"TR02_34"	"TR02_34a"	"TR02_35"	"TR02_35a"	"TR02_36"	"TR02_36a"	"TR02_37"	"TR02_37a"	"TR02_38"	"TR02_38a"	"TR02_39"	"TR02_39a"	"TR02_40"	"TR02_40a"	"TR02_41"	"TR02_41a"	"TR02_42"	"TR02_42a"	"TR02_43"	"TR02_43a"	"TR02_44"	"TR02_44a"	"TR02_45"	"TR02_45a"	"TR02_46"	"TR02_46a"	"TR02_47"	"TR02_47a"	"TR02_48"	"TR02_48a"	"TR02_49"	"TR02_49a"	"TR02_50"	"TR02_50a"	"TR02_51"	"TR02_51a"	"TR02_52"	"TR02_52a"	"TR02_53"	"TR02_53a"	"TR02_54"	"TR02_54a"	"TR02_55"	"TR02_55a"	"TR02_56"	"TR02_56a"	"TR02_57"	"TR02_57a"	"TR02_58"	"TR02_58a"	"TR02_59"	"TR02_59a"	"TR02_60"	"TR02_60a"	"TR02_61"	"TR02_61a"	"TR02_62"	"TR02_62a"	"TR02_63"	"TR02_63a"	"TR02_64"	"TR02_64a"	"TR02_65"	"TR02_65a"	"TR02_66"	"TR02_66a"	"TR02_67"	"TR02_67a"	"TR02_68"	"TR02_68a"	"TR02_69"	"TR02_69a"	"TR02_70"	"TR02_70a"	"TR02_71"	"TR02_71a"	"TR02_72"	"TR02_72a"	"TR02_73"	"TR02_73a"	"TR02_74"	"TR02_74a"	"TR02_75"	"TR02_75a"	"TR02_76"	"TR02_76a"	"TR02_77"	"TR02_77a"	"TR02_78"	"TR02_78a"	"TR02_79"	"TR02_79a"	"TR02_80"	"TR02_80a"	"TR02_81"	"TR02_81a"	"TR02_82"	"TR02_82a"	"TR02_83"	"TR02_83a"	"TR02_84"	"TR02_84a"	"IV01_RV1"	"IV01_REF"	"IV02_01"	"IV02_02"	"DM03"	"DM04"	"DM05"	"DM06"	"DM07"	"DM10_01"	"DM11"	"DM11_01"	"DV01_01"	"DV02_01"	"DV03_01"	"DV03_02"	"DV04_01"	"DV04_02"	"DV05_01"	"DV05_02"	"DV06_01"	"DV06_02"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
168			"base"	"interview"	2021-04-23 14:57:50	12	1	1015	2	3	2	2	4	2	2	4	4	2	1	3	1	3	3	4	3	3	3	2	4	3	3	1	2	3	1	3	3	2	2	1	2	1	3	4	3	2	3	3	3	4	2	1	1	4	2	2	2	3	2	3	4	1	3	2	3	2	1	3	3	2	4	4	3	1	3	2	2	4	3	3	2	4	2	1	4	1	2	4	3	2	4	2	1	6118	1	5312	1	4452	1	5385	1	4206	1	5146	1	12162	1	3180	1	5208	1	3165	1	4783	1	3498	1	3301	1	3225	1	3107	1	2980	2	2488	2	2627	2	2439	1	2457	1	2961	1	2530	2	2293	1	2154	1	2193	1	2145	2	2389	1	2041	2	2056	1	2073	2	2101	1	2246	1	2089	1	2250	1	2223	2	2126	1	2244	1	1980	2	2247	2	1918	2	2030	2	2036	1	2226	1	2050	1	2153	1	2221	1	2035	2	2329	2	2646	1	1953	1	2051	1	2297	2	2270	1	2129	2	2244	1	2071	2	2080	1	2154	1	2033	2	2161	1	2081	2	2144	2	2132	1	2098	2	2189	1	2140	2	2298	1	2663	1	2167	2	2809	1	2047	1	2042	2	2255	2	2051	1	2157	1	2299	1	2082	1	2046	2	2044	2	2001	2	3023	1	2245	1	3135	1	2164	2	2058	1	2157	1	2100	2	2092	1	2082	2	2478	2	2273	1	2052	2	2048	2	2086	1	2430	2	2091	2	2272	1	2208	2	2039	2	2779	"56afe652015998000bcd69d7"	"-"	"Forced2Forced1Forced4Forced2Forced2Forced1Forced2Forced1Forced3Forced4Forced2Forced2Forced2Forced2Forced2Forced4ForcedFeedback"	"-520"	2	9	1	2	4		1	T	34	59	71	31	46	56	51	51	86	86	23	22	22	8	16	52	6	13	2	11	32	17	250	9	27	11	13	534		2021-04-23 15:06:44	T	F	17	17	1	0	1.23	16
169			"base"	"interview"	2021-04-23 14:57:52	12	2	1042	1	3	4	4	1	2	1	1	3	4	1	1	2	4	3	3	1	1	4	4	2	4	2	4	2	2	4	1	3	2	3	2	4	1	4	3	4	4	2	4	3	4	1	4	2	1	2	2	3	4	2	4	3	1	1	4	4	2	4	4	3	3	4	1	1	4	1	2	3	1	3	3	2	3	4	4	4	3	3	1	1	3	3	4	1	5287	1	9133	1	4762	1	4901	1	3812	1	3405	1	3137	1	3630	1	3736	1	3077	1	3418	1	3357	1	3119	1	3025	1	3374	1	3611	2	8747	1	3348	2	2384	2	3406	2	5334	1	2205	2	2498	1	2385	1	2574	2	2440	2	2509	2	3763	2	2491	1	2839	2	2503	2	2454	1	2426	1	2102	1	2482	2	2209	2	2740	2	2294	2	3723	1	2204	2	2646	2	2911	1	2650	2	2295	2	2347	1	2327	2	1903	2	1851	1	2636	2	2466	1	1843	1	2521	2	2302	2	2263	1	2215	2	2918	2	2541	2	2728	2	2618	1	1999	1	2280	2	2036	2	2039	2	2588	1	2444	2	2338	2	2443	2	3177	1	2304	2	2568	2	2265	2	2643	1	3024	2	2600	2	2122	2	2290	1	2352	1	2135	1	2044	1	2233	2	2559	2	1901	2	2421	1	2334	2	2047	2	2083	1	1879	1	1884	2	2321	2	2428	1	2226	1	2473	2	2327	2	2293	2	2080	1	2459	2	2001	2	2395	1	2137	1	2190	"5d53dc4f93278500018f4e37"	"-"	"Forced4Forced3Forced3Forced2Forced3Forced4Forced4Forced4Forced1Forced2Forced4Forced4Forced4Forced4Forced4Forced2ForcedFeedback"	"-280"	2	10	2	2	5		1	T	84	46	76	71	65	49	93	89	63	74	19	25	29	12	4	15	21	40	4	12	53	29	296	10	21	14	4	608		2021-04-23 15:08:03	T	F	17	17	1	0	1.23	19
170			"base"	"interview"	2021-04-23 14:57:52	11	2	896	2	1	4	3	3	4	2	1	1	2	2	1	1	3	3	1	3	2	3	4	4	3	1	1	2	2	3	1	4	3	1	4	4	1	4	1	3	4	4	2	2	4	2	3	1	2	2	1	1	4	1	3	4	4	3	4	4	3	2	4	1	4	3	2	3	3	3	3	2	3	4	1	4	1	1	1	4	3	4	1	1	2	2	3	1	4364	1	5090	1	4869	1	4301	1	2362	1	3382	1	2855	1	2847	1	2638	1	2497	1	2529	1	2834	1	2671	1	3907	1	2994	1	2951	2	3749	1	4155	2	3275	2	4183	2	2904	2	2462	2	2472	1	2304	2	2454	2	2416	2	2731	1	3335	2	1911	2	1794	1	1833	2	1785	1	1900	1	1908	1	1664	2	1829	2	1949	2	2086	1	1827	1	1763	2	1768	1	1828	2	2057	2	1910	1	1707	2	1955	1	1851	2	2330	2	2344	1	2416	2	2062	1	2352	2	1887	1	2155	2	2346	1	2091	2	2408	1	5774	2	13858	1	8232	2	1967	1	2005	2	1640	1	1783	1	1833	2	1811	1	2084	2	1883	2	1644	2	1670	2	1913	1	1830	2	1818	1	2026	2	1848	1	2023	2	2124	1	1920	2	2059	2	2095	2	2081	2	2127	2	2208	2	2046	1	1959	2	2739	2	2562	1	2712	2	3166	2	3510	2	3256	2	4304	2	3670	2	2144	1	2753	1	2020	2	2388	1	2456	2	1706	2	2441	"600b6fed5bb4991274738e64"	"-"	"Forced4Forced4Forced4Forced4Forced4Forced1Forced3Forced4Forced2Forced3Forced4Forced2Forced2Forced3Forced4Forced4ForcedFeedback"	"-400"	2	4	1	2	4		1	T	81	21	34	79	85	25	76	78	81	28	13	4	40	6	4	10	11	39	4	11	19	15	272	7	5	11	2	473		2021-04-23 15:05:47	T	F	17	17	1	0	1.81	57
171			"base"	"interview"	2021-04-23 14:57:52	14	2	1184	4	3	1	1	3	3	2	3	1	1	1	2	2	3	1	1	3	2	1	2	4	2	2	3	1	3	3	2	3	2	1	1	4	4	3	1	4	2	1	3	4	4	2	3	2	1	2	1	4	4	4	3	2	4	2	3	4	1	4	3	2	3	4	2	2	1	2	4	2	1	1	1	2	4	4	1	2	1	1	2	1	1	3	1	1	4933	1	6511	1	6171	1	4101	1	3402	1	3778	1	3589	1	3503	1	3163	1	3100	1	2826	1	2812	1	2727	1	9577	1	2510	1	2518	2	2608	1	3083	2	2391	2	1912	2	1855	2	1771	2	1796	1	1860	1	1711	1	1786	1	1843	1	1752	1	1643	2	1945	2	1858	1	2027	1	1789	2	1788	2	1838	2	1893	2	1827	2	1925	2	1883	2	1759	2	1834	1	1826	2	1835	2	1668	2	1884	2	1834	1	1768	1	1810	2	8608	2	1798	1	1801	2	1810	2	2092	2	1995	2	1793	2	1861	1	1857	1	1766	1	1777	1	1773	1	1775	1	12767	1	1804	1	2075	2	1807	2	1782	1	1819	1	1775	1	1843	1	1787	1	1801	2	2429	2	1809	2	1735	2	2222	2	2041	2	1697	2	1909	2	1798	2	1706	1	1852	1	1779	1	1904	1	1866	1	1911	2	1863	2	1882	2	1778	2	1829	2	1919	2	1796	2	1696	1	1766	1	1829	1	1865	1	1795	2	1752	2	1642	2	2160	2	1927	"5ecba4b6ef75d53505406d57"	"-"	"Forced4Forced4Forced3Forced1Forced2Forced2Forced4Forced4Forced3Forced4Forced4Forced3Forced4Forced4Forced4Forced2ForcedFeedback"	"-500"	2	3	1	2	2		1	T	25	24	69	54	81	61	51	59	81	73	46	23	18	7	5	12	14	47	1	14	18	17	241	6	15	14	5	503		2021-04-23 15:06:17	T	F	17	17	1	0	1.51	29
172			"base"	"interview"	2021-04-23 14:57:55	13	2	1104	3	1	1	2	1	4	2	2	1	3	4	1	3	1	1	4	3	2	4	3	1	4	4	3	2	2	2	4	3	3	2	4	1	4	2	2	3	2	1	2	1	2	1	1	4	2	3	4	3	3	1	1	1	2	1	3	2	1	2	3	1	4	3	4	4	3	4	4	4	4	4	1	3	4	4	2	3	4	2	4	4	2	4	1	1	8921	1	5044	1	4488	1	4243	1	3900	1	3745	1	4137	1	3775	1	3932	1	3779	1	3445	1	3941	1	3086	1	3481	1	3085	1	3436	1	5919	2	4229	1	2920	1	2619	2	3116	2	2313	1	3035	1	2695	1	2522	1	2280	2	2203	2	2343	2	2400	1	2271	2	2136	1	2926	1	2434	1	2261	1	2165	2	2992	2	2416	2	2406	1	4900	1	2629	2	2717	2	2199	2	2179	1	2160	1	2443	1	2193	2	2739	1	2076	1	2957	1	2020	2	2785	2	2029	1	2118	1	1996	1	2274	1	2001	1	2014	2	2062	1	2006	2	2225	2	2170	1	2253	1	2253	2	2047	2	2272	1	2196	1	2163	2	2862	2	2686	2	2402	1	9741	1	2030	2	2061	1	1994	1	2304	1	4533	1	2330	2	2611	2	6656	2	2137	1	5902	1	5324	2	2226	2	2520	2	2585	2	2354	2	2302	2	2375	1	2186	1	2175	1	2564	1	2636	1	2122	2	2087	2	2343	2	2201	2	2340	2	2456	1	2273	1	2309	"5e7be2b149a870113cecbbbc"	"-"	"Forced3Forced4Forced4Forced4Forced4Forced4Forced2Forced4Forced4Forced4Forced2Forced4Forced3Forced2Forced1Forced3ForcedFeedback"	"-340"	2	28	2	2	4		1	T	96	50	51	86	66	66	75	84	71	71	34	15	22	8	4	14	17	42	4	18	40	19	283	17	48	17	17	619		2021-04-23 15:08:16	T	F	17	17	1	0	1.06	11
173			"base"	"interview"	2021-04-23 14:57:55	11	3	953	3	3	2	4	4	3	2	4	1	3	4	2	4	1	2	2	3	1	2	2	4	1	4	3	2	3	1	1	2	4	4	3	4	2	3	1	2	2	2	2	4	2	3	4	3	3	2	3	2	3	3	3	1	2	4	2	3	1	1	3	4	1	2	1	1	4	2	1	2	1	2	4	2	2	3	3	3	4	4	1	2	1	4	4	1	10383	1	7406	1	6609	1	3574	1	5045	1	3965	1	2639	1	3006	1	2725	1	2908	1	2841	1	2743	1	2665	1	2726	1	2502	1	2606	2	5764	1	2776	2	2208	2	2666	1	2365	1	2634	1	1942	2	2159	2	2341	1	2177	2	1939	2	2556	2	1904	1	1951	2	2620	1	2118	2	2143	1	2179	1	2003	2	1709	2	1858	2	1994	2	1910	1	2015	2	1887	2	1908	2	2039	1	1869	2	1916	1	1912	2	2808	2	2015	1	1831	2	2284	1	2111	1	4653	2	1708	2	2878	1	1975	2	1925	2	3604	2	1833	1	1853	2	1939	1	2002	2	3043	1	1867	1	1848	2	1843	2	2139	1	1879	2	1834	2	1904	1	1909	2	1867	2	1926	1	1881	1	1899	2	1881	1	1877	2	6317	1	1914	2	1720	1	1865	2	1754	2	1961	1	1927	2	1848	1	1848	2	1822	2	1725	1	2146	2	1896	1	1866	2	1997	2	67711	1	1893	2	1852	2	1866	1	1914	2	1841	1	1864	2	1995	2	2641	"5f5286c9fe322954c5256681"	"-"	"Forced4Forced2Forced2Forced1Forced2Forced2Forced2Forced1Forced2Forced2Forced4Forced4Forced2Forced1Forced3Forced2ForcedFeedback"	"-440"	2	2	1	2	2		1	T	37	101	101	101	26	76	75	101	27	77	21	4	44	12	11	42	4	18	3	32	28	43	312	11	37	15	20	657		2021-04-23 15:08:55	T	F	17	17	1	0	1.15	17
174			"base"	"interview"	2021-04-23 14:58:01	12	4	998	3	4	3	1	1	4	1	1	2	1	4	1	3	2	4	2	4	3	1	1	2	3	2	2	2	3	2	4	1	3	3	2	4	2	2	1	1	2	4	3	1	4	1	4	4	3	2	1	4	3	1	1	4	4	4	1	1	3	4	4	1	3	3	1	3	1	1	3	3	1	4	3	2	3	3	4	3	3	3	2	2	1	3	2	1	4493	1	4333	1	4017	1	3765	1	3039	1	3485	1	3071	1	4059	1	2946	1	4178	1	2615	1	2611	1	2796	1	2655	1	2867	1	3182	2	3543	1	2693	1	3166	2	3409	2	1958	1	2114	1	2760	2	2114	1	2194	1	2351	2	2145	2	2815	1	2135	1	2094	2	2106	1	2948	2	2515	1	2459	2	1903	1	1938	1	1927	2	1996	2	1995	1	2438	1	2122	1	1944	1	2040	2	2028	2	4991	1	1946	1	1852	2	1897	2	1880	2	2887	2	2667	1	2018	1	1932	1	1966	2	1799	1	7737	2	2407	1	1896	2	3359	1	1914	2	2359	1	2273	2	2585	2	2011	1	2290	2	2221	1	1895	2	1929	1	1949	2	1928	1	2048	2	2210	1	2030	2	1956	1	2051	1	1929	1	2494	2	2557	1	1872	2	1988	1	2300	1	2049	1	1908	2	2465	2	1901	1	1920	1	2356	1	1885	2	1972	1	2006	1	2125	2	1992	2	2683	1	2071	1	2203	2	2000	1	2006	1	1869	1	2015	1	3012	"5bd7af7ce6fce60001d36051"	"-"	"Forced4Forced4Forced3Forced4Forced4Forced1Forced3Forced4Forced4Forced2Forced4Forced2Forced2Forced3Forced4Forced4ForcedFeedback"	"-460"	2	7	2	2	4		1	T	69	16	26	26	72	24	66	66	51	51	28	5	31	6	4	12	12	37	3	11	57	20	252	8	17	11	5	519		2021-04-23 15:06:40	T	F	17	17	1	0	1.47	26
175			"base"	"interview"	2021-04-23 14:58:02	13	3	1084	1	1	2	2	1	3	4	2	4	4	4	2	1	3	4	3	1	4	2	3	3	4	4	3	3	2	3	3	4	1	2	4	3	2	2	1	1	1	2	2	1	3	3	1	3	2	1	3	3	4	1	3	4	4	1	4	1	4	3	2	1	1	1	4	1	4	2	1	1	2	3	4	4	3	2	3	1	2	2	2	4	1	2	1	1	5088	1	8111	1	4326	1	4710	1	8979	1	3779	1	2912	1	4876	1	3095	1	2844	1	2752	1	2819	1	2696	1	13961	1	2979	1	7527	2	2582	1	3428	1	2101	1	2086	2	2534	1	2091	1	2071	1	2079	2	2233	2	2057	2	1998	2	2071	2	1928	1	2280	2	2045	2	2061	2	1939	1	1955	1	1957	2	1954	2	2008	2	1803	2	1930	2	1955	2	2042	1	2095	2	1934	1	1899	2	1942	2	2025	1	2415	2	1724	2	1987	1	2130	2	1924	1	1971	1	1938	1	1892	2	1934	1	1991	2	2218	2	1902	2	2041	2	2161	2	1968	2	1926	1	1962	2	1992	2	2938	1	2014	1	2142	2	2029	2	1979	2	2056	2	1974	1	2188	1	2106	2	1977	2	2148	1	2080	1	2172	2	1874	1	1871	2	1908	1	2081	2	1932	2	2108	1	1911	2	2011	2	1900	2	2063	1	1923	1	2066	1	2307	2	1961	1	2013	2	1817	1	1902	2	1999	1	2022	1	1988	1	2119	1	2128	1	2582	"5ed6d66c4ddb96153b704550"	"-"	"Forced2Forced1Forced2Forced4Forced2Forced1Forced2Forced4Forced3Forced2Forced4Forced2Forced2Forced1Forced2Forced2ForcedFeedback"	"-440"	2	3	1	2	3		1	T	27	52	77	36	67	37	51	51	46	45	34	4	27	7	27	47	4	13	4	12	26	24	226	7	16	24	4	506		2021-04-23 15:06:33	T	F	17	17	1	0	1.45	28
176			"base"	"interview"	2021-04-23 14:58:03	11	1	932	3	2	4	2	3	2	3	1	3	1	3	2	3	3	4	2	1	3	1	4	3	2	4	2	2	2	3	4	3	1	2	4	4	4	3	1	2	1	3	4	4	4	1	4	4	2	2	2	1	2	2	1	2	2	1	3	3	1	1	4	4	3	4	1	4	4	1	3	4	1	4	3	2	1	2	1	4	3	2	4	4	1	1	1	1	8805	1	6610	1	2906	1	2876	1	2715	1	2835	1	2684	1	2641	1	2539	1	2478	1	2599	1	2725	1	2550	1	2608	1	2625	1	2683	2	3675	2	3551	2	2078	1	8346	2	2036	2	2120	2	3240	1	1948	1	2069	1	2006	1	1943	1	2156	2	2015	2	1890	2	2018	2	2127	2	2053	2	1987	2	1996	2	1612	1	2002	1	1975	2	2231	1	2054	2	1968	1	1956	2	2399	1	2000	1	2080	2	1730	1	1912	2	1683	1	3514	2	2559	1	2386	1	2950	1	1991	2	1911	1	1902	2	2651	2	2357	2	2098	2	2006	1	8425	1	1963	1	2222	2	1970	2	2279	2	2170	2	1806	2	2024	2	1667	2	2244	2	2093	2	2103	1	1929	2	1997	2	4549	2	2226	1	2039	1	2186	1	5590	1	2515	2	1987	1	1952	1	2621	1	2454	1	3304	2	2426	2	2055	1	3288	1	4661	1	2959	1	38719	1	2119	1	2000	2	1896	1	2131	2	2052	1	1956	1	2059	2	1956	1	1964	1	2380	"5eed6d1f81b8d21990a6a5b6"	"-"	"Forced2Forced2Forced4Forced2Forced3Forced1Forced2Forced2Forced2Forced2Forced4Forced2Forced4Forced2Forced1Forced1ForcedFeedback"	"-380"	2	6	2	2	4		1	T	16	49	91	88	51	51	61	62	41	41	12	3	18	8	11	42	3	10	7	14	29	21	317	9	22	13	3	542		2021-04-23 15:07:06	T	F	17	17	1	0	1.62	43
177			"base"	"interview"	2021-04-23 14:58:03	24	4	1986	3	1	4	1	1	3	4	1	2	2	2	2	1	4	2	2	1	2	4	4	4	2	4	2	4	1	3	2	3	2	3	3	4	4	4	3	1	3	2	2	1	2	2	4	2	2	2	4	3	4	4	3	3	4	3	3	2	2	1	4	4	1	3	2	4	4	1	2	4	2	3	2	1	1	3	1	3	3	2	3	1	2	3	1	1	4423	1	5561	1	3483	1	3708	1	2856	1	2734	1	2896	1	2939	1	3439	1	3063	1	2975	1	3742	1	2748	1	2396	1	2453	1	2371	2	6195	2	3981	1	2811	2	2538	1	1999	2	1963	2	1996	2	2143	2	1890	2	2025	1	1625	2	1810	2	1771	2	1920	2	1922	2	1924	2	1831	2	4034	2	3733	2	2363	2	1703	2	1885	2	1900	2	1903	2	1814	2	2118	2	1741	2	1847	2	1762	2	1648	2	1724	2	1894	2	1878	2	1924	2	1948	2	1937	2	2157	2	1950	2	1710	2	1669	2	1926	1	1798	1	1860	1	1742	1	2114	2	1731	2	1904	2	1933	2	1748	2	1785	2	1970	2	1760	2	1748	2	1661	2	2130	2	1867	2	1792	2	1960	2	1642	2	2028	2	1911	2	1759	2	1904	2	1670	2	1888	2	1674	2	1899	2	1848	2	1697	2	1820	2	1908	2	1733	2	1891	2	2343	2	2086	2	5414	2	1765	2	9694	2	1734	2	9706	2	1961	2	2375	2	2840	2	1953	"5f23315f22ffd50c0658786c"	"-"	"Forced2Forced4Forced2Forced4Forced4Forced1Forced2Forced4Forced3Forced4Forced4Forced3Forced4Forced4Forced4Forced3ForcedFeedback"	"-420"	2	6	1	2	5		1	T	101	52	14	43	17	85	82	101	38	66	221	2	19	7	3	13	11	35	9	13	31	12	247	6	17	21	4	482		2021-04-23 15:09:14	T	F	17	17	1	0	1.52	43
178			"base"	"interview"	2021-04-23 14:58:05	17	2	1399	3	4	1	1	1	3	4	3	1	1	1	2	3	4	2	3	1	4	4	4	2	4	2	1	2	1	2	2	3	2	2	1	3	3	1	3	1	3	3	1	1	2	3	3	3	1	1	1	2	4	1	4	4	2	1	1	3	1	4	1	1	3	2	2	1	3	1	4	4	4	1	3	1	2	1	1	2	4	4	1	1	1	2	4	1	6786	1	10287	1	4851	1	8844	1	3152	1	4306	1	3689	1	6289	1	4471	1	3566	1	3806	1	2989	1	2830	1	2901	1	2936	1	3414	1	8582	1	11334	1	6434	1	3711	2	2373	2	5103	1	6134	1	2510	2	2460	1	6565	1	2088	1	2091	1	2086	2	2114	1	2025	2	2079	1	6179	1	4437	1	3911	2	6260	1	8982	2	4753	2	3575	1	4313	1	2677	2	2080	2	2692	1	2261	2	5311	1	2332	1	2000	1	2011	2	2892	2	2105	1	3761	2	2546	2	2312	1	5266	1	2098	1	1943	2	2718	1	2212	1	2429	2	2273	2	2170	2	2197	1	2453	1	2164	1	3073	1	3204	2	14362	2	1957	2	2028	2	2055	2	1984	1	1980	2	2111	1	1957	1	5809	1	3426	1	1977	1	2438	2	2304	1	2528	2	1973	2	2748	1	1875	1	2479	2	2099	2	2398	2	2447	2	2177	1	2229	1	2010	1	2311	2	2407	1	2106	2	2242	2	2229	2	3588	1	2045	2	2047	1	2396	2	2288	"6060ce27ce9c304fa94e3076"	"-"	"Forced3Forced4Forced4Forced4Forced4Forced4Forced4Forced2Forced4Forced1Forced2Forced4Forced4Forced2Forced3Forced3ForcedFeedback"	"-500"	2	5	2	2	4		1	T	11	77	82	41	61	24	46	53	19	62	47	33	102	10	4	15	15	51	6	31	142	59	328	13	18	19	2	786		2021-04-23 15:13:00	T	F	17	17	1	0	0.98	23
179			"base"	"interview"	2021-04-23 14:58:06	16	2	1324	4	2	1	2	2	3	1	1	2	3	1	2	4	3	3	1	4	3	3	3	1	3	2	4	3	3	3	4	2	4	1	3	3	3	1	2	4	3	4	3	4	1	2	4	1	3	1	3	1	1	2	2	4	1	4	3	1	2	4	1	2	2	4	1	2	4	4	1	4	2	3	3	4	3	1	2	3	3	2	1	1	4	2	1	1	5693	1	5661	1	4333	1	6534	1	4125	1	3153	1	3277	1	3300	1	4044	1	3715	1	3142	1	3127	1	3117	1	2909	1	2733	1	3026	1	5614	1	3954	1	2751	1	2661	2	2970	1	2325	1	2436	1	2380	1	2710	2	2411	2	2847	2	2666	1	2382	1	2545	1	2971	1	3082	1	2725	1	2818	2	2611	1	2587	2	2961	2	2889	2	2463	1	2394	1	2601	1	2496	1	3007	1	2776	2	3102	2	2536	1	2939	1	2664	2	2944	2	3188	1	2846	1	2386	1	2135	2	2516	2	2462	1	4093	1	2629	2	2497	2	2434	1	2862	1	2698	2	2554	2	3047	1	3263	1	2319	1	2097	2	3536	2	2312	2	2093	2	2742	2	2578	2	2616	2	2181	2	2231	2	2207	1	2512	1	2156	1	2088	1	2404	2	2406	1	2188	1	2241	1	2367	1	2390	2	2298	2	2281	2	2698	2	2131	1	2300	1	2435	2	2191	2	2235	1	2097	1	2366	1	2194	1	2057	1	2132	2	2428	2	2125	1	4117	"5f74f14f724b3414b03d8b34"	"-"	"Forced4Forced1Forced4Forced4Forced3Forced4Forced4Forced3Forced4Forced2Forced4Forced3Forced2Forced4Forced2Forced4ForcedFeedback"	"-460"	2	2	2	2	2		1	T	79	50	31	77	68	74	41	67	34	30	54	13	31	10	6	12	12	43	4	16	18	26	279	9	14	19	19	585		2021-04-23 15:07:54	T	F	17	17	1	0	1.13	12
